K,True label,Predicted label
1,3891527925,2897940671
1,3620290778,3097022762
1,2125715228,181399580
1,3287640903,2867875609
1,1942259177,1332568669
1,2670100165,2842683453
1,4016681241,1713719151
1,2796307242,949468805
1,54673888,652176199
1,1039178864,4286477246
1,1496217251,218526726
1,607439609,218526726
1,3958554081,4172683498
1,1634339764,1284560630
1,1959064378,2011346792
1,1514691032,4289823221
1,2952358810,3488343392
1,903339787,3149716162
1,3447116483,3687205178
1,759859443,3909648655
1,1091404026,891248341
1,898782087,990261673
1,220969354,2122615016
1,833264571,523744895
1,3901468991,33081792
1,2139199652,3085147105
1,2906760846,2113839458
1,3947389405,3050095186
1,3930203087,2937525435
1,2399247837,2632542736
1,3798148356,3793731481
1,2104231529,3040690230
1,3998531872,502970099
1,3183550280,1251645465
1,934007288,1157062565
1,3441184770,4056651706
1,3725046139,1602737882
1,454862819,3115028838
1,3825693463,1472202477
1,2821559246,1760031776
1,591338133,4062838354
1,101129666,2936424732
1,2105997840,1726457735
1,2656100473,1868822738
1,2644068036,499818668
1,1457227967,1850727751
1,35336103,2122968520
1,3236591865,2236232282
1,2767534296,2503529108
1,849871363,1659966402
1,2679529973,1754812774
1,1611718867,2404669998
1,472964117,3267355043
1,4108245777,1216969735
1,2378308641,420759736
1,506905780,994676122
1,2320437819,2086243199
1,213671806,2620666302
1,3868323463,1733221456
1,2133079047,1138974115
1,1891360161,2270136417
1,2360365664,2315452163
1,2614193632,4140108713
1,249114794,2115449537
1,3468445701,163891198
1,2045230885,4018561560
1,3241710289,2034928702
1,1203796264,1088754866
1,2839256080,4166965007
1,765057130,1638498392
1,2725921673,1829782350
1,841077506,4071638788
1,1552585112,226254494
1,2531010975,2354234256
1,2619971180,2676957285
1,2647466122,1226500780
1,993561200,1324212855
1,4288261335,571550607
1,2661900930,924941397
1,2050008693,568475868
1,3536782241,2885752806
1,2494220600,2225545214
1,1103634344,3625404959
1,1544174053,399747528
1,3396497468,2573626714
1,2860060458,1145764113
1,1511982535,1843178462
1,3109492579,3446176643
1,1459398408,3121370779
1,1535082710,4135108408
1,3947874382,1134840842
1,86075857,2952358810
1,1423186735,2994073794
1,1515647204,336893387
1,486632107,829786680
1,1198512218,814731988
1,3457107298,4003667631
1,3095168306,2999553837
1,2098087200,2198030198
1,739038796,3346777341
1,130594841,1663586362
1,2299314811,1673669565
1,2178149890,562358068
1,1045953288,4201525448
1,4149304686,2126962532
1,27987080,3809323671
1,1570703533,1437750952
1,3502659253,2599755121
1,2113839458,1316403765
1,1001549466,1734600438
1,983229802,2912212709
1,3476791345,1710630792
1,3255648285,3000792516
1,3326186289,962737723
1,99699720,3137940792
1,828252369,1355302625
1,2380631081,3322338488
1,461879787,2952358810
1,4088867424,954571849
1,3474941323,3365517875
1,3182355207,4088706070
1,3118221353,694496801
1,328519426,275813572
1,3781962845,1645648261
1,2618339302,2604808762
1,196929574,3498853321
1,3847500015,3608734210
1,2092158825,2900950178
1,4141124289,1111259106
1,1789575756,179288746
1,3123184568,723872739
1,3420770588,2294663387
1,1216871853,2880426007
1,950756299,1983889235
1,1820980718,3779562915
1,2488185809,1591867208
1,2959365023,1332568669
1,775559632,3508963428
1,3877962737,3407512865
1,2639197701,821583868
1,3839082219,763017871
1,4159286058,3446099980
1,408060723,947345678
1,969525795,2656028104
1,2667911404,718843702
1,2851765537,1018950168
1,642283221,2963446322
1,640260500,2004396030
1,1892663098,1303460678
1,1301527687,3338732318
1,1922902581,1544174053
1,2572570680,3930775127
1,1226500780,259006220
1,2448739506,832487474
1,1353711813,2609303586
1,2139688074,281078546
1,3141936314,1371706715
1,1130919487,1991476213
1,565368573,1250572627
1,456689157,430415205
1,2808026978,1011603387
1,2849340242,3474225085
1,310540726,898324103
1,416701145,3039435665
1,1048769642,2434277179
1,58377970,2094617093
1,359356063,2481069519
1,2047392365,4184214313
1,2217561812,4049554739
1,2842565469,4059754709
1,1886466869,2359638032
1,1697294883,2380913858
1,3614536240,2601372504
1,4000065135,1091404026
1,3734103207,2183455860
1,4289153495,3441184770
1,2485229417,2558633431
1,3441578682,3042440575
1,2650202686,2126962532
1,3000792516,3044373336
1,3784581239,678236612
1,1972317754,1511143241
1,3010436977,1515270710
1,2090352720,3308317455
1,1079041179,2498046981
1,4284331646,1099725405
1,1022501714,994676122
1,2499310475,2424467065
1,1515647204,128996462
1,2357372960,286465092
1,3196036201,3790455841
1,2566305877,1397917995
1,27537526,748607984
1,2526641932,2667064672
1,3441184770,2597349312
1,1422811788,2702435837
1,2594065762,1891458452
1,1561749110,2142919313
1,637339345,3931972584
1,2219889640,326080737
1,1864386681,2364306755
1,2813825952,69304507
1,3768186621,3777481479
1,1933551853,2338504085
1,3469222388,3773023553
1,447008477,2937525435
1,2349939933,4184214313
1,1862066164,3202881534
1,2564528075,1132134655
1,911609416,2204481244
1,1873624642,3113678103
1,1781317490,4063341370
1,1450672384,2137811355
1,476581871,498006320
1,2378308641,4021627060
1,2272508020,2287542993
1,1696905666,420759736
1,3082862869,1665050072
1,942089,3480879772
1,1045307739,1569494229
1,454862819,3115028838
1,3411919975,4094408277
1,2158285549,2681632456
1,3430793990,69606827
1,2968084237,1332568669
1,1145791039,2171924400
1,3902160400,4277487223
1,2630440468,3741723479
1,1319577121,3305869421
1,1100459627,2632542736
1,412386323,4133003573
1,4173832987,1918908464
1,2379976875,1920091538
1,3651311185,430501350
1,3881651394,1793719295
1,1959298877,440664992
1,567923746,1267825423
1,3569208898,2430246747
1,4272731011,4071638788
1,741494558,2092002172
1,4089914561,269834062
1,1333419571,2221409971
1,743984162,2522014270
1,2024515517,1817791961
1,599786344,2214168875
1,3680142869,1332568669
1,1487974851,1187474281
1,3167087141,2736479533
1,2548434700,2505813179
1,2912212709,2481155656
1,2607297170,3185007248
1,3576030179,3185007248
1,291741779,1490568306
1,814083644,2098588136
1,353738643,3082762662
1,3101254972,2865554998
1,796241175,2402231079
1,2952860307,3484362115
1,2303676797,1999623060
1,1043532108,256061599
1,1530342810,2225545214
1,3070736923,3793731481
1,348296493,1784409888
1,219568860,534606580
1,2411122041,3529646908
1,717063212,2203622925
1,2940703038,2645367615
1,471199527,1065718333
1,3462799203,748653342
1,1675684498,2286665758
1,1054826567,105687992
1,646852957,2289211172
1,18848931,1991476213
1,191946414,4224340559
1,529004640,4231858695
1,73721931,2260058688
1,2309763068,2971446714
1,3114081100,191411989
1,467458019,2608223592
1,403548367,580982659
1,2340506284,1142038310
1,2757717424,2732689068
1,2203619540,2501855061
1,237632340,3565319599
1,1859147125,2714144814
1,431813341,2203622925
1,4098755129,256111454
1,3729785503,3137999144
1,3050187782,575682520
1,3603330933,1642026269
1,576717309,789601328
1,3922888726,1479749896
1,431813341,139628856
1,919981481,946530041
1,1182512555,1664573953
1,1241012862,373863554
1,4086765071,2557300142
1,39246274,1889967345
1,2651648650,843074840
1,3935050299,2138357912
1,2451413752,4270579498
1,2409528198,324897189
1,3978977380,2269100299
1,2393632579,2241472737
1,3888272524,3178528282
1,2628699139,3239439580
1,4166473118,4009611724
1,847291738,852044639
1,1812216242,2759050553
1,1932447537,2651616079
1,3058128663,2802540716
1,531894828,2671028494
1,1937048978,2946339287
1,2410044879,152139376
1,1883126923,359918838
1,3729011877,2278982980
1,2964076520,1636399684
1,3779428082,3720542793
1,2257273889,3490309746
1,3869100566,403550892
1,3094586045,2421033412
1,312075884,672849460
1,1344768389,2269903082
1,2325096265,797721756
1,2027771431,3120683857
1,2769714447,3717044186
1,892746686,534991775
1,730945244,539292045
1,2327998759,3464105447
1,3727261618,1508427084
1,3500376721,4092411351
1,1103634344,2423456155
1,1051200371,3960426095
1,1014487628,2270136417
1,3441184770,2476270457
1,482434561,2410084117
1,2475892818,3960426095
1,3198306492,3562779478
1,3509485436,3234691438
1,2782812436,1115565398
1,379834270,2796307242
1,3332459613,978062057
1,2377726047,2556152111
1,1088036017,2421033412
1,373863554,3250698869
1,3764913231,3123453722
1,4286906991,1119404634
1,2725707385,2980291833
1,1033568951,3724205968
1,1265320427,3068746752
1,1566483836,2055353646
1,3045290642,3173716369
1,191430859,949468805
1,74647675,2971446714
1,3044955701,256061599
1,2073533752,1653197358
1,2971797622,518782902
1,358434513,812681295
1,1301527687,3338732318
1,2880669728,93935026
1,3509073089,2279750401
1,2833842908,610493312
1,1738097215,3794541920
1,2214640257,1958573404
1,4288261335,2772330344
1,1176925966,1349792162
1,652851251,814083644
1,220186114,1093775969
1,808651746,1095455866
1,3456425669,2981164480
1,3489985175,3909648655
1,1460979823,866792419
1,3768186621,1192200504
1,3628121668,2681632456
1,1080680649,1367754390
1,1177987796,3286093677
1,170286921,1088351549
1,3664546008,2567385907
1,667973873,933146825
1,1575763518,493495643
1,3475174996,927900989
1,2778410714,2669266315
1,889675857,97193149
1,3966382483,760188205
1,1778408420,815806391
1,1462893434,3785697100
1,1733221456,797721756
1,1679780765,899136538
1,2501717191,2518230832
1,3460538113,2597349312
1,1067564682,1919417064
1,495343890,554458429
1,1227717181,9784494
1,2963120861,3449531066
1,2354707642,1360528656
1,4100189183,889644727
1,873493898,3489985175
1,194541121,2799390336
1,1962846692,1411980274
1,1160103344,37661312
1,2258286322,3417890639
1,2825461428,3678349373
1,622092984,2681723357
1,199893408,3566662720
1,1285119273,1729454608
1,1533873951,3339789097
1,2674196062,1077801876
1,1534438123,1856860414
1,1931494374,2770363844
1,437810929,3228859801
1,1284560630,3815469593
1,171721650,4277040433
1,3924314161,3694216813
1,2659332639,2284020704
1,1684569558,2892673176
1,642283221,2963446322
1,942166117,106318294
1,3096249186,594777507
1,514101767,1653451746
1,3202948558,4133003573
1,2619971180,1591867208
1,2113839458,1316403765
1,4064895629,2866022569
1,839263285,2829513103
1,1683549933,1332568669
1,1676141224,1924358978
1,579435501,3027798817
1,1609604093,975541424
1,3425407260,1114268297
1,3914893545,2198369477
1,3375070540,1332568669
1,1844958752,3073807506
1,2855744183,1639967516
1,483372626,2609303586
1,4231398138,3785697100
1,3389408695,78856098
1,413852293,4173091948
1,3358622735,2075200438
1,2379848240,16933527
1,2906514917,3302165411
1,494665332,3185044263
1,76570957,1135976474
1,3136837167,4101248785
1,3457914769,3728839338
1,4223656537,1065450055
1,447008477,1375664237
1,1703159951,748653342
1,1438830118,672977168
1,3091690960,1381597103
1,408060723,947345678
1,1440484730,3784861428
1,1190329094,3893262339
1,1662841908,1987802018
1,414776066,3623529278
1,3130500495,3436962720
1,1019858566,3768186621
1,961662899,604966629
1,3135057640,620695276
1,3302234903,225907367
1,3571954664,2620666302
1,1582840264,3979333992
1,2222899015,1653532917
1,1139870639,4240123481
1,224901683,2977318960
1,290997573,4271359781
1,2076021030,266639438
1,2573626714,640260500
1,4228591399,652176199
1,2675366031,535420180
1,3565634603,3528764768
1,3095330776,3041825664
1,2992055559,896375186
1,1742052212,242730034
1,3783430560,3141662799
1,971745133,3365517875
1,1996183732,891248341
1,268043988,4144074433
1,3788290200,1835591307
1,1743836556,1662373776
1,819561681,517260836
1,3582011792,159351600
1,45523157,300437540
1,2387205804,570708646
1,3056563557,1187474281
1,3918682288,983618131
1,2346934759,2680389700
1,2048281001,2833415034
1,756519905,3087306003
1,2648215413,3383328641
1,3700726792,718508710
1,3514361133,2910731327
1,3369316089,2871460916
1,2155806999,3409664015
1,4051535156,865227276
1,3496576043,3714717952
1,1434986601,718843702
1,117919900,3962248108
1,1245160560,3454163332
1,748653342,954571849
1,3643795782,3407512865
1,4086628805,4257355866
1,2864178368,2992828829
1,3843836796,2198030198
1,3531512078,4125497349
1,909552595,1632207687
1,3509200562,4289705434
1,3583237905,417125601
1,896375186,2137811355
1,3657310108,1674683146
1,43239290,2138357912
1,3509200562,1734600438
1,2415538143,712591436
1,2275104812,3551572849
1,2092158825,989172613
1,1481293583,2680389700
1,275813572,1973656560
1,1466570117,1768089225
1,3113678103,3170475874
1,3676422000,3784861428
1,3422097619,4266903097
1,26005029,580745263
1,984671592,1256514488
1,33000780,2120709289
1,3346732894,46287381
1,2954023059,3505999501
1,4118122025,994676122
1,27987080,1862704032
1,969537976,4005866778
1,425401919,634133953
1,2059270622,1170029110
1,4292520070,1733221456
1,1465931418,2880426007
1,424232472,3344025533
1,1237550763,1994379807
1,3379131320,4095016988
1,69131262,622058097
1,611016897,1918908464
1,3962524495,2430246747
1,2034299767,1868822738
1,786625962,397780484
1,1206055512,578575602
1,3430904587,2937525435
1,358422381,2864073974
1,1907964787,3356237226
1,469801961,2687606664
1,2204481244,891306773
1,1339449631,1119404634
1,58377970,1163569239
1,1099505215,2660605217
1,2301602396,1159355469
1,3351968689,2713674743
1,3452237852,2339083655
1,1092434479,3724629399
1,2906760846,1910606719
1,4273038538,2622880584
1,965256718,53867738
1,3806147643,946023684
1,4057565955,2334699089
1,2209994116,1457218288
1,1586392996,983618131
1,1299206522,224611800
1,2974359534,3418578881
1,3087306003,1034637425
1,2014040846,4254541203
1,3969610832,242040039
1,428417770,3348832455
1,2220491818,2747024747
1,1829472830,151877115
1,3802781707,2328257383
1,1433608670,2384596174
1,2044385334,1357754410
1,800610000,4152958882
1,1666545703,3808346096
1,500010212,2247838038
1,4258787333,2055353646
1,1737506411,3937733565
1,2714204921,3465761771
1,2995677151,655505601
1,2880426007,3663770622
1,3731662312,3939955481
1,164698800,455564175
1,446113843,3652282991
1,1595881498,1845612899
1,1707910864,1729855072
1,2269606587,1135976474
1,2681338524,801776769
1,852044639,2920994394
1,2954113937,3422593286
1,1251645465,32403559
1,1375874913,1924014244
1,1673669565,1958573404
1,2228309779,4009611724
1,3557183765,558088884
1,2122615016,2221236250
1,871931738,639035430
1,3717044186,1143926177
1,656698835,227645039
1,413852293,3826866570
1,1850007430,1818874987
1,2827884726,1918908464
1,3940507552,702468952
1,3005710991,141329354
1,3476791345,1251645465
1,3722315479,2298965035
1,1971435171,3607290741
1,2774332744,1115565398
1,139723917,1733221456
1,1082837159,2065073080
1,1807035330,72036607
1,2380631081,302466871
1,4201525448,1458375558
1,1408107336,3794298816
1,2543962267,2885113223
1,2458550285,2693248013
1,2797139963,2155806999
1,3210093153,3115028838
1,544684590,3849800920
1,3793015156,4116280302
1,3156823611,1835033137
1,2403031581,312265924
1,882070118,227645039
1,938748323,2613471603
1,373863554,97193149
1,96044980,3000792516
1,843663618,323780484
1,437810929,3228859801
1,1233357588,3014698925
1,3202711315,1784517801
1,2768070062,3524864138
1,2210745930,3713968593
1,952183003,3579317345
1,1301527687,3338732318
1,398422876,3173095266
1,974805520,756807151
1,1433608670,2384596174
1,1591152872,1251456488
1,1835158630,1994379807
1,428417770,1013980683
1,2571088868,2777840132
1,2827884726,1918908464
1,1674080897,1545913485
1,74390002,1815525994
1,224531634,1332568669
1,3064334528,2892571732
1,3580844349,4186791151
1,1209464381,3886317357
1,2454261231,1332051433
1,1154928830,3909305541
1,1922902581,3060733195
1,4180232347,1248941703
1,2933572724,2249401059
1,1773396944,702468952
1,2060211577,1884505575
1,4086310475,2076605315
1,3126669761,468080344
1,3196376774,3087306003
1,1124556741,716375928
1,975789094,2062263771
1,2502846087,2602533565
1,1683383252,4271359781
1,2722321616,3140748847
1,1235830581,1517086716
1,294998300,98458146
1,220587098,1297890649
1,1055377026,4106159014
1,2748820882,3536782241
1,78712259,2402231079
1,1149953435,2835868861
1,459746904,1746655739
1,1290278794,1764481177
1,3700967864,1056458505
1,2964076520,1295587510
1,4105802637,2586716220
1,3585284594,3987899999
1,2172923160,5029586
1,2458550285,3930074106
1,1543753284,93479784
1,3322999680,3125481079
1,547015283,3511195268
1,1103220443,679957498
1,1966793730,3929520110
1,2745663550,1226243819
1,1335925472,865227276
1,1268201436,3309830291
1,1840951047,2328956237
1,4052663637,323780484
1,4012802395,3105935071
1,3202128395,3270606483
1,1650272262,3729087049
1,3117987455,2207500054
1,3621760949,1738097215
1,4183707149,3546820623
1,2357372960,286465092
1,2865554998,2172855737
1,645628,4271359781
1,1814055804,1653532917
1,2219641343,1496952524
1,2366178524,4246540209
1,1900031566,1808750350
1,2780113851,4217461500
1,3612765156,3441184770
1,1804381656,3587331575
1,793355432,3303548739
1,2914665042,3019357193
1,1732826625,2019842229
1,803448943,3112025499
1,3905560756,1744240905
1,1497589630,1240444909
1,2099675641,1744240905
1,1826855584,1668821299
1,1342885102,595051080
1,508248539,4140108713
1,1417931016,871931738
1,719136585,2628699139
1,2389140369,1761040605
1,3101254972,328999497
1,1422811788,402012847
1,1523074656,1504633038
1,1515223424,669135251
1,1141798720,797721756
1,3172177873,3176849020
1,2101566530,2133079047
1,301438036,1457227967
1,3563063372,748653342
1,2154345913,1135976474
1,1569494229,792060111
1,1440935353,1074482787
1,3298987192,3566010337
1,4138370922,3156823611
1,2550723750,812087588
1,1018873174,3249327823
1,2638757655,2494171542
1,2754451864,2148544802
1,3437655821,4254526477
1,2071209790,772217144
1,878766511,2610734773
1,3690371528,1151388317
1,1415708958,21546494
1,2610709303,671470680
1,1075672087,976528648
1,4025398086,1918908464
1,475411752,356727542
1,3322999680,137632267
1,2653319346,996959929
1,399159574,2586716220
1,1015072454,2756031417
1,2864249892,1121322716
1,461100795,3994076087
1,2686393565,2425974088
1,164698800,4270917869
1,2916792134,4236654942
1,2684802220,162033517
1,338288902,955583773
1,1929952991,3375844641
1,1979966959,171721650
1,2907057026,891248341
1,2379848240,3909648655
1,227608576,3082762662
1,2457457611,2575829557
1,2022952558,2398901595
1,2210745930,3366022420
1,1503972976,509010932
1,2233048150,418991059
1,1560641941,2620765063
1,1702111919,1642708892
1,2992055559,2050565864
1,3255648285,502970099
1,3691961493,2424467065
1,3154522271,1726457735
1,1628612442,1854662406
1,2653016647,1312628589
1,2780113851,4217461500
1,1363821107,2506727597
1,3356054837,1251076868
1,2367461313,1468167494
1,583618574,1795499280
1,4096528924,3079199889
1,589527511,1118581117
1,1323612960,937802694
1,461879787,1438196802
1,3007734339,2343376621
1,512666121,2269502085
1,1893529932,297291850
1,1531804546,2063618224
1,1756103802,2702435837
1,325005542,3700094623
1,938748323,2613471603
1,924941397,1807305889
1,3683686450,4251875206
1,3387449827,2513567591
1,1514691032,1504633038
1,2170275910,892414009
1,1895899873,1876943817
1,1603219980,1549999964
1,1377712939,4217619816
1,3725703885,2105629721
1,2817012041,3794541920
1,410699040,900624427
1,1394615155,3346361757
1,1401540089,536711061
1,523114537,3425767479
1,591338133,1726457735
1,3540683460,3883836318
1,2314423584,1103706975
1,1295160485,829786680
1,2238997929,1221389926
1,1434986601,718843702
1,1368205666,4199048818
1,2688425303,645628
1,3145549776,4192619133
1,1453054072,290615074
1,2454848970,2068427603
1,1259337940,1267825423
1,3856009840,2133195883
1,1009103687,1359788018
1,1273593142,3239439580
1,2522976723,3332567032
1,3500028942,2064936137
1,2404950038,1844021837
1,1816991679,4159594295
1,1474448570,2947304524
1,2097430525,447873549
1,3567192124,78012204
1,1102417624,1976591818
1,1060282905,3222645954
1,3116296724,3533568745
1,1480080250,2945967054
1,2172923160,3893786536
1,3752568601,373674159
1,4094230441,2045603816
1,289038806,4013626432
1,2518689634,1827547982
1,2568119558,1668821299
1,2969660091,1143926177
1,2118738308,3248907724
1,3708993914,3414903389
1,3976435556,4275680790
1,1982605036,3073807506
1,1666719316,2099539107
1,2299980193,1266535591
1,770757360,1054099358
1,479122246,1636818310
1,2676759117,2172278652
1,4271585410,1324729776
1,1900031566,2172855737
1,4140108713,4010150654
1,3784808595,2131121318
1,1630211661,340185297
1,4076853633,3341820178
1,1123714502,3557595720
1,3179325637,2161670443
1,933050890,2986160770
1,3871844281,807353588
1,1912390233,218585879
1,583618574,1795499280
1,3469087233,162033517
1,1075808831,3042440575
1,1395102007,2359912463
1,2627783199,2094617093
1,2633237860,1472301980
1,1965321645,1856860414
1,4133417806,2582032586
1,2793422095,1135976474
1,1741983212,506635365
1,4241568782,3930074106
1,3029998529,4252879978
1,3604958214,2085684766
1,3524864138,3100531922
1,1624242361,1504633038
1,414163324,3566522501
1,3984000995,1121516338
1,688678452,1766978745
1,3163376679,2494171542
1,2892673176,3489126272
1,3356382357,1190530548
1,3781511357,2665020464
1,266639438,3287944109
1,3542086254,983618131
1,98337722,73153907
1,3325028206,530928092
1,182926914,226254494
1,2543306391,4143106238
1,168301489,2601372504
1,3953263396,1217324497
1,2520693002,558174567
1,659879841,1147766147
1,78012204,1763978877
1,3661848281,3040690230
1,22285547,705336788
1,2268524937,1566622764
1,2765097838,2860549407
1,1462956215,655505601
1,109518049,1237550763
1,332162047,527536762
1,2053702395,4008307904
1,477248026,2330716112
1,2573607096,695973918
1,1673452847,4271359781
1,2874858962,25802082
1,2622891216,713714629
1,121911022,4109821532
1,2314423584,1103706975
1,1015815580,1026732562
1,871679006,2354234256
1,2910942674,610137613
1,2409409127,1087947892
1,3593451990,919622593
1,2040339589,983258613
1,313768238,3930775127
1,4044845496,1031952912
1,994244516,1163569239
1,979633394,3415257585
1,3476168339,2909458656
1,1881216121,4043587155
1,493968131,4281845631
1,4148428209,3529360928
1,2224510537,4256358936
1,2679993696,2679529973
1,22285547,705336788
1,378173032,2173876741
1,1818330803,994676122
1,1792925907,411077985
1,2114814946,871679006
1,1779408602,2693722838
1,3070736923,4018561560
1,629859279,1428455848
1,1061518857,1636399684
1,3698980040,3883836318
1,551350360,2459117587
1,4284331646,2702435837
1,1687595158,1675042220
1,2488185809,791476097
1,2372814754,4001780519
1,4208458560,474557588
1,387119468,2388755798
1,1487412379,3407512865
1,2311649448,3958038320
1,558088884,2402231079
1,2726640273,3142856809
1,2232723805,4159168476
1,637608194,3365517875
1,2571088868,2777840132
1,710770581,4247121355
1,1598583431,157527441
1,1913505281,1707910864
1,3728367895,2364148815
1,844361957,5029586
1,4110521412,2206663328
1,198551902,1207781649
1,2358578672,1983510531
1,3489985175,3930074106
1,968051938,341199823
1,843778554,3090357920
1,4122553815,2176056223
1,2305929332,1642026269
1,1045378565,1877075868
1,2082069301,1101059032
1,2013774761,2098952238
1,2673777451,2146299360
1,968857270,900783669
1,1545796831,1794810806
1,1401540089,513750353
1,384557186,2613177548
1,777596345,74390002
1,2050388662,489970330
1,447298750,3420835646
1,1835158630,1237550763
1,4205847335,3239439580
1,4249978127,1854662406
1,1708167817,257984140
1,2442094943,1835591307
1,1291301592,4245771399
1,2520007137,2546276032
