K,True label,Predicted label
1,23934911,582022491
1,1518645034,705729218
1,863127146,3608734210
1,3501575414,2238429540
1,3726039725,1769144591
1,3757994666,4101604590
1,3352865170,406028876
1,3189320882,1614773397
1,1762276486,2464977091
1,4103086857,3661744373
1,2292082163,227231098
1,3322005001,1709902370
1,682998126,623036948
1,4089506459,1664178674
1,168222130,1793489702
1,750803079,66247839
1,2059242865,550477797
1,3420835646,1126423707
1,2514727778,3988305205
1,2115449537,1623932098
1,4016681241,1719310608
1,1768089225,1221416124
1,907253586,1902731777
1,2049992501,2454391220
1,3349661367,1483976313
1,1350175811,1170528859
1,3584502867,3447116483
1,2984010133,309010310
1,1826865327,2924600551
1,537224572,4227697284
1,834544767,1094131958
1,3659142614,3322939993
1,2437213336,2521100005
1,647317918,3166927606
1,2932987408,1651588392
1,3433277712,3626831010
1,257887417,2969855430
1,3102277942,2911646536
1,3472190399,1121516338
1,1781398404,2364148815
1,713943303,1624614420
1,413852293,3826866570
1,942006204,384418268
1,77329464,1666719316
1,174533562,320286773
1,1303644154,123468413
1,2403374241,4198148727
1,718674767,3946497187
1,575798617,1136501348
1,3084591770,261613777
1,476581871,207107249
1,1156052756,3242331457
1,1600616549,2826203815
1,1361250553,2933975634
1,4027884343,2628044511
1,75775454,3068746752
1,3353200223,3606158322
1,2540718433,2083120951
1,2077250945,2192780204
1,2963446322,4184214313
1,656698835,227645039
1,236048956,1900353716
1,2937525435,2187173784
1,384557186,1418974680
1,3823820756,2171924400
1,1837648468,3139740967
1,2786026805,2172855737
1,579273273,2241415252
1,606327911,4153416780
1,2011932271,3856127007
1,1784517801,71498931
1,986496525,2333719859
1,1765818203,579406718
1,3107449213,1547591961
1,318221956,1739918007
1,871679006,634492044
1,2156310193,1131839533
1,2494171542,4093843779
1,2382643618,3071505890
1,2944857642,821904178
1,3400865074,2935461270
1,1386837816,3318732110
1,316640687,2050565864
1,3783430560,3366142517
1,1626993273,1799186935
1,3475904703,2880817937
1,2832112238,3097788050
1,3557984064,1542179482
1,1431939936,1955022624
1,2714234360,3715162867
1,1462240604,3369520057
1,993561200,2609069100
1,3661312991,3768186621
1,2534450467,3632962251
1,1036330570,98063691
1,73121725,1129851397
1,48664808,2019842229
1,1918908464,536452526
1,1632241419,2518689634
1,165773429,684175621
1,1931494374,2522022141
1,3017519116,2381084129
1,244622761,76570957
1,100304050,1047766797
1,2445819304,2204164265
1,3997226181,4239903747
1,1518645034,3051259171
1,4076730450,2153893248
1,589866327,2524836922
1,219059962,2391804211
1,631880435,3146421945
1,3833249756,3800186231
1,29855676,1695363826
1,4106791294,506623322
1,2335067368,1967612177
1,1082151302,3755999018
1,3891527925,1341231999
1,3620290778,3935196293
1,3287640903,3366142517
1,2274307664,2656625015
1,2670100165,2842683453
1,1091404026,2821685148
1,146734828,2837715562
1,4016681241,1713719151
1,2796307242,949468805
1,54673888,1378438916
1,1046784428,2652446975
1,978062057,3608734210
1,3958554081,2439643035
1,1634339764,2470037095
1,1959064378,1590776769
1,1514691032,1256514488
1,3697043299,1665050072
1,3206118280,3173062641
1,2935461270,3121859669
1,759859443,3361632985
1,898782087,1514056353
1,220969354,3499914946
1,1739049310,642989380
1,833264571,2565533507
1,3901468991,1267825423
1,2139199652,927285629
1,3947389405,326080737
1,2399247837,1673669565
1,1664573953,2401981101
1,2104231529,410893307
1,3183550280,4243140889
1,934007288,2255270710
1,3441184770,2221409971
1,3959104960,2725454200
1,454862819,3115028838
1,3825693463,1664573953
1,101129666,1265320427
1,2656100473,2520693002
1,1457227967,3361632985
1,35336103,3968894993
1,3236591865,2585499988
1,2767534296,2503529108
1,849871363,1659966402
1,2679529973,2679993696
1,1611718867,3926088941
1,1211372830,2406900984
1,472964117,3475647489
1,4108245777,2846968211
1,317365383,3291104203
1,3562764254,2499310475
1,2378308641,2219882169
1,506905780,1972919589
1,2320437819,3180258517
1,3868323463,1017746219
1,2133079047,3861748824
1,2798996091,3361632985
1,1891360161,1429371944
1,2360365664,1306578136
1,2614193632,1595881498
1,3468445701,163891198
1,3241710289,2567385907
1,2748623227,3566662720
1,1203796264,3474817598
1,2839256080,275760310
1,765057130,787574364
1,3854289318,4028730454
1,841077506,3022813665
1,3188098177,973593276
1,3355477886,2328956237
1,1552585112,1918908464
1,1254363503,718620114
1,2619971180,1128600175
1,2647466122,2622838302
1,993561200,3184106457
1,4288261335,84839135
1,2661900930,3381145737
1,2050008693,3243846557
1,805742252,2528512414
1,1103634344,3299059416
1,3396497468,581806851
1,2860060458,414948715
1,1511982535,3897529496
1,2779555022,3231534628
1,1251456488,27092795
1,1036330570,98063691
1,3109492579,480052413
1,1459398408,2747024747
1,1535082710,1587964714
1,4247121355,88836215
1,3947874382,3035928562
1,86075857,72043261
1,1423186735,1313560418
1,2316087548,3960232661
1,1515647204,3671426872
1,486632107,2057938818
1,2259957740,3296580859
1,1033589203,3146402411
1,1198512218,2338504085
1,3457107298,2627736512
1,1978203770,330443750
1,3095168306,3224908824
1,2651648650,4081657978
1,2098087200,2172855737
1,2231601193,1298661731
1,2178149890,3390060667
1,3528630234,3603284255
1,4149304686,2126962532
1,27987080,66057972
1,1570703533,181399580
1,3502659253,4272656853
1,2086433099,3484706532
1,2113839458,1316403765
1,1332066608,1054850685
1,1001549466,2994073794
1,983229802,2912212709
1,3476791345,1956690507
1,3604511055,1904283372
1,3255648285,388684396
1,3432123075,3987374625
1,3326186289,1282294117
1,99699720,495875207
1,2342771184,2393310244
1,2380631081,97193149
1,461879787,1920091538
1,3474941323,2885113223
1,1082203745,3089856208
1,3182355207,3241581991
1,328519426,275813572
1,3781962845,4200573692
1,2618339302,2604808762
1,2943690023,1631158085
1,971449352,3569479734
1,3847500015,469790690
1,2092158825,1240826113
1,772217144,2071209790
1,555497581,226461911
1,1789575756,1130959881
1,3005710991,76570957
1,3420770588,2196125053
1,1216871853,40040342
1,950756299,1983889235
1,1820980718,1284560630
1,2488185809,1809363506
1,2959365023,2409409127
1,775559632,3598366644
1,3877962737,244107308
1,2639197701,1626995184
1,4032500581,324897189
1,3839082219,763017871
1,3598366644,3826971638
1,408060723,2231601193
1,146808584,677832251
1,2410582194,2663692815
1,969525795,1826568737
1,2851765537,1003252496
1,642283221,2963446322
1,3661717533,66247839
1,1892663098,1303460678
1,1301527687,3338732318
1,1922902581,1200038008
1,2572570680,1764481177
1,2544485006,3841870781
1,1226500780,259006220
1,2448739506,2518230832
1,4176763891,3184487800
1,3411023097,659350859
1,2911646536,3205175747
1,3659553730,911794515
1,3141936314,2716177294
1,565368573,2269502085
1,456689157,1140968338
1,2184791415,3726039725
1,1911569483,3075209659
1,2808026978,1217324497
1,2092002172,2077604114
1,2849340242,2856259827
1,310540726,898324103
1,1048769642,1270132174
1,58377970,2073398389
1,359356063,2910074820
1,2047392365,630889498
1,2217561812,2596644198
1,2842565469,3044955701
1,1886466869,2016275639
1,2138357912,1492395376
1,3614536240,2601372504
1,4000065135,169470278
1,3604334178,3326267479
1,3734103207,973593276
1,4289153495,1070926494
1,2485229417,1588351075
1,3441578682,610493312
1,3480879772,145865699
1,1972317754,1395051225
1,3010436977,2522022141
1,1079041179,777596345
1,4284331646,3102697358
1,1022501714,929367073
1,1515647204,3671426872
1,2357372960,1835727468
1,3196036201,2141883596
1,27537526,2414831919
1,1449419742,3308317766
1,2526641932,2059242865
1,3441184770,2473164680
1,2594065762,815806391
1,2473271395,1077798093
1,3294612718,347142440
1,1561749110,2325158324
1,637339345,3987899999
1,4103124262,18580956
1,717103247,1502042054
1,2219889640,3678349373
1,3047199361,3286589379
1,3416183195,1914946553
1,1864386681,2364306755
1,2813825952,69304507
1,2662318688,687268175
1,3215053587,2936424732
1,3768186621,4184214313
1,3469222388,1790182175
1,447008477,3547938707
1,2349939933,4184214313
1,1862066164,2291187811
1,2564528075,219017888
1,1873624642,2203660548
1,1781317490,3390060667
1,3863446626,232646097
1,159351600,3064334528
1,1450672384,1996577230
1,3047206685,640260500
1,476581871,4069163835
1,2378308641,497926888
1,2272508020,1729557206
1,1696905666,3184487800
1,3082862869,3734383170
1,2823297437,1742550190
1,2359485225,867083106
1,1045307739,3608734210
1,454862819,1851836169
1,3246682722,3937733565
1,2007706703,46078286
1,2158285549,2681632456
1,1192200504,2169544552
1,1145791039,3823820756
1,1597685049,2968086582
1,3902160400,2481155656
1,2630440468,1054099358
1,1319577121,2712789376
1,1773396944,264184112
1,1100459627,348383326
1,2008989859,2693248013
1,144384016,2403374241
1,1334396542,1920091538
1,1680535208,148719785
1,3651311185,3079637884
1,3433277712,2097999229
1,3881651394,3071505890
1,3240547545,4214012959
1,1959298877,111343468
1,4053312415,888065430
1,567923746,552978251
1,4272731011,971745133
1,741494558,2092002172
1,4089914561,1312628589
1,1333419571,1996665508
1,743984162,154652029
1,119781937,1827547982
1,2024515517,2657474727
1,599786344,1971435171
1,3680142869,3018564777
1,3167087141,2736479533
1,2912212709,2481155656
1,2607297170,3185007248
1,3538328817,3299141027
1,291741779,3921472317
1,4113151153,630429138
1,3336851015,1827547982
1,3924088631,4101248785
1,3101254972,532279668
1,796241175,819592998
1,2952860307,3484362115
1,4070501594,1815555102
1,2303676797,1348090722
1,607127945,952489020
1,1043532108,3370473958
1,1530342810,2225545214
1,3070736923,2249427966
1,3785269500,3404702965
1,348296493,1423655715
1,686888451,690585535
1,2411122041,2337182267
1,879376653,1267825423
1,471199527,2539205202
1,3462799203,1438196802
1,3116840338,1571936889
1,1675684498,1044028636
1,191946414,4224340559
1,1054826567,631365480
1,699391816,994676122
1,18848931,1039816787
1,191946414,2111685755
1,529004640,3000450056
1,2022021717,3604334178
1,73721931,3737104703
1,4171236554,1350175811
1,3114081100,3405727499
1,467458019,2833415034
1,66247839,3102159163
1,403548367,3619569844
1,2340506284,1322011905
1,2757717424,2732689068
1,2203619540,1673669565
1,237632340,2196169311
1,3159224402,2055747827
1,431813341,217144336
1,908798147,1093008820
1,4098755129,3603381347
1,3729785503,3137999144
1,538550380,4283975118
1,3050187782,3155105749
1,3465319208,521788120
1,885968235,2522976723
1,2747024747,359910931
1,3717044186,1829510643
1,576717309,69304507
1,431813341,877317385
1,919981481,946530041
1,160508292,1783489165
1,2176043810,540661131
1,3609356867,3193816851
1,1241012862,1918908464
1,4086765071,377021214
1,2083339233,1237550763
1,3935050299,3489985175
1,3485440553,805209030
1,2451413752,3182434835
1,2565628123,1464918567
1,2409528198,1790344296
1,2393632579,1266535591
1,3888272524,3178528282
1,2628699139,2471413169
1,4008739863,1967122593
1,4166473118,710388512
1,847291738,2867875609
1,3553288799,222620729
1,236048956,1726471825
1,3916074380,1121322716
1,1812216242,1496217251
1,1932447537,3355494563
1,1176059503,2218961802
1,2299022995,1290745258
1,4266648551,2733758300
1,2905653122,2904113409
1,2410044879,2265423245
1,2049724136,2945916676
1,1883126923,359918838
1,3729011877,3911606121
1,2964076520,1126423707
1,3779428082,3359855573
1,2257273889,1350175811
1,3869100566,3121513065
1,4094842778,114912297
1,312075884,2716177294
1,1344768389,850327855
1,157527441,2737516742
1,2325096265,1854662406
1,63919588,3379486410
1,2027771431,4242193834
1,1163039947,2813724464
1,730945244,4271359781
1,2327998759,2011865666
1,302466871,2714234360
1,3727261618,3625404959
1,3500376721,389918809
1,1103634344,3410214455
1,353612559,1782988885
1,2824381301,1028046550
1,1014487628,815806391
1,3441184770,2473164680
1,482434561,3374387802
1,2339128108,852765968
1,2475892818,2320051494
1,3198306492,781924816
1,3509485436,3698959416
1,2280820798,3490309746
1,2782812436,1037635218
1,2633817001,2178000878
1,379834270,1537696988
1,3332459613,2833415034
1,2377726047,3494512671
1,1088036017,2421033412
1,373863554,536452526
1,3395604817,2081524202
1,1405549222,1500577048
1,3764913231,2977944819
1,3617922709,1905918036
1,4286906991,1119404634
1,1033568951,2201615216
1,1265320427,1457227967
1,1566483836,2951862995
1,2378887657,3393836236
1,3045290642,2414831919
1,191430859,949468805
1,1207189719,3741723479
1,2073533752,3893786536
1,152464681,745812174
1,2971797622,879219479
1,358434513,3377329985
1,1301527687,3338732318
1,4133724495,3628121668
1,2880669728,1341102124
1,2833842908,2286215455
1,4176763891,3155976836
1,2828910654,2877270869
1,4288261335,84839135
1,1176925966,3655187198
1,652851251,2772189203
1,220186114,2693722838
1,3694182643,1240129212
1,808651746,1095455866
1,3813608589,1322783678
1,3456425669,1683116425
1,1460979823,1854275542
1,1232946161,4189236082
1,3628121668,2681632456
1,2173543209,1912256559
1,1177987796,827125449
1,170286921,2363117516
1,3664546008,3156823611
1,3475174996,1918908464
1,3596432145,2245089637
1,2778410714,611016897
1,3846472209,3287544582
1,889675857,1606233607
1,4128979858,1322011905
1,3966382483,1112224173
1,1778408420,1640450784
1,2537880531,2756013533
1,1462893434,941180455
1,1679780765,2820270430
1,2501717191,455564175
1,1067564682,505860016
1,1227717181,562358068
1,2963120861,2733758300
1,2354707642,4160071643
1,4100189183,4184214313
1,194541121,1322749330
1,1962846692,1217324497
1,1160103344,866365011
1,4266648551,2733758300
1,2258286322,2593893425
1,2825461428,108185000
1,622092984,2681723357
1,3869781532,793734744
1,1285119273,1729454608
1,1533873951,3299888260
1,2674196062,1292488962
1,3213608540,3432029652
1,1931494374,2770363844
1,437810929,417125601
1,1284560630,1228959918
1,3924314161,2149637296
1,1455066942,899136538
1,2636857942,3499914946
1,2659332639,3815469593
1,1684569558,2892673176
1,642283221,107096123
1,942166117,1251645465
1,3096249186,1067183952
1,2619971180,86026702
1,2415127114,2049141115
1,1673273813,1893529932
1,4064895629,889644727
1,1683549933,2968084237
1,1676141224,3379486410
1,3914893545,2167993092
1,3375070540,3983880329
1,1844958752,149330795
1,2855744183,2044947882
1,4231398138,1976591818
1,3389408695,1039178864
1,413852293,2133224374
1,2379848240,3909648655
1,2906514917,2843273332
1,4239104155,2016275639
1,494665332,821583868
1,3136837167,4101248785
1,3171612567,731330024
1,3645608002,522124087
1,4223656537,1065450055
1,447008477,3231534628
1,3565319599,2809031353
1,3617922709,3988234758
1,1703159951,827125449
1,1518645034,3569297238
1,1438830118,2883803884
1,629514344,2960997579
1,847854913,2406900984
1,3091690960,3396497468
1,408060723,2585499988
1,209289397,3036742364
1,1440484730,1647435581
1,3130500495,3436962720
1,961662899,1991156267
1,3135057640,2342771184
1,3302234903,2055747827
1,110635433,3092775216
1,1582840264,3979333992
1,1322749330,3874597552
1,615484027,2992055559
1,2222899015,1653532917
1,1139870639,498326837
1,290997573,562056639
1,2076021030,277181139
1,1309683060,1534178715
1,2389001198,4184214313
1,2663692815,1918908464
1,2573626714,640260500
1,2133224374,2809064457
1,2675366031,2388755798
1,637790391,3188098177
1,3565634603,3528764768
1,3095330776,2883859985
1,772217144,2071209790
1,2992055559,455936390
1,1742052212,242730034
1,3783430560,3141662799
1,971745133,4139844552
1,1996183732,3607290741
1,268043988,1407447428
1,3788290200,527002114
1,1743836556,1662373776
1,819561681,2315058094
1,45523157,3504038932
1,3375013614,2345549492
1,3056563557,1069650426
1,3918682288,2055125008
1,2346934759,2441397072
1,1808750350,2047392365
1,2048281001,1820980718
1,756519905,2885860487
1,1733221456,984671592
1,3700726792,718508710
1,3113678103,1809912630
1,1924358978,2965602843
1,3369316089,326080737
1,3694216813,1306578136
1,2155806999,3269322730
1,813572558,2162956095
1,1122959859,1061022174
1,3496576043,3341978670
1,3159224402,2055747827
1,117919900,2931545858
1,1245160560,3862112917
1,3319724566,3051259171
1,3868704829,4212108576
1,4086628805,2951862995
1,2864178368,4240123481
1,3843836796,3402128200
1,3531512078,4101604590
1,3861748824,1742550190
1,3509200562,1198315635
1,1131984318,4031719865
1,1505553473,1306578136
1,2630990665,21545740
1,986496525,2333719859
1,2587939601,4007710948
1,4214786091,1729557206
1,896375186,3361632985
1,2538637925,850636010
1,724765111,2438922638
1,1151368748,1835591307
1,3178521209,2887356875
1,3509200562,1378438916
1,661675937,3608734210
1,1918908464,4003277752
1,2415538143,712591436
1,2275104812,3975185994
1,2092158825,3093122317
1,1481293583,3108272
1,2468024512,1954455248
1,1466570117,1815525994
1,3676422000,2349939933
1,1632207687,4030752903
1,1255931483,2151413694
1,3355477886,2328956237
1,217774922,1697237881
1,3422097619,4266903097
1,2794635514,1507619378
1,3344025533,2768521898
1,984671592,4004443341
1,33000780,2120709289
1,3346732894,3734103207
1,4118122025,994676122
1,728791874,3205175747
1,27987080,66057972
1,3003297505,2655969926
1,3930259119,159351600
1,2059270622,4204571891
1,4277040433,1002199397
1,1465931418,2880426007
1,1374312791,888840128
1,1632530643,2013028328
1,4027944139,2245089637
1,1237550763,1994379807
1,3379131320,4095016988
1,69131262,622058097
1,3962524495,2430246747
1,2034299767,3514361133
1,93935026,1788217507
1,469801961,12491276
1,2204481244,891306773
1,1339449631,1119404634
1,329524040,866365011
1,1099505215,2660605217
1,2322193553,3993420682
1,2301602396,1159355469
1,3351968689,277362281
1,2646594309,4089596260
1,3181387003,1815555102
1,3452237852,4167375879
1,1092434479,2155479250
1,4273038538,1793489702
1,3806147643,331759629
1,1054099358,3282190523
1,708804806,2023870601
1,2209994116,2649252919
1,544315614,2671028494
1,3059956762,3351412170
1,262104766,3247314261
1,3081983040,575682520
1,3568247382,3693241156
1,1586392996,2146299360
1,1299206522,4009119732
1,2974359534,442399454
1,2014040846,2436924739
1,428417770,3348832455
1,2220491818,3565319599
1,1829472830,151877115
1,2067627521,1983461975
1,3802781707,2008989859
1,1433608670,2384596174
1,2044385334,610137613
1,800610000,2565628123
1,500010212,3335711423
1,2332919717,4294197112
1,1737506411,2667064672
1,3018854478,3793366121
1,2714204921,1303037451
1,2995677151,289508954
1,2880426007,1650041415
1,2938608521,572895732
1,446113843,3857129338
1,2839256080,739038796
1,3148961400,4031719865
1,3623740237,3349926520
1,2269606587,1087150346
1,60172066,1744240905
1,2992234715,1826867038
1,2681338524,2879924940
1,1565883533,2272493560
1,2954113937,1915070678
1,1949097057,3593012186
1,1251645465,32403559
1,1673669565,1958573404
1,2228309779,2217081148
1,3557183765,1097669915
1,871931738,2438922638
1,413852293,4217461500
1,1850007430,1779671211
1,2827884726,1726457735
1,3319724566,3158610154
1,3779562915,3856127007
1,3005710991,1419825484
1,3476791345,3118541301
1,3722315479,123468413
1,1971435171,387119468
1,2774332744,2936424732
1,139723917,2050961554
1,1082837159,2632567471
1,1807035330,3713350997
1,2380631081,93479784
1,4090700016,4101997434
1,4201525448,1458375558
1,4014703453,900783669
1,1408107336,4020193684
1,521341954,222620729
1,3433073683,1122805688
1,686206364,3250698869
1,2543962267,4027213125
1,579406718,1765818203
1,144384016,215542278
1,2458550285,2963446322
1,3475805823,1729557206
1,2797139963,400535003
1,1237550763,3337341827
1,3793015156,492926361
1,3156823611,3155105749
1,440685291,2550723750
1,882070118,227645039
1,988181533,4247121355
1,938748323,2521766346
1,373863554,436062812
1,2307240201,353612559
1,96044980,3191388887
1,992076965,576097604
1,843663618,3050187782
1,3148189880,3499914946
1,3336851015,1827547982
1,437810929,832672693
1,3202711315,3410271565
1,1387051380,589759685
1,2210745930,3526163546
1,3206405987,117919900
1,398422876,3173095266
1,1122959859,3747554712
1,974805520,2007706703
1,1433608670,996546984
1,1591152872,2156459496
1,1835158630,1221416124
1,428417770,3748849850
1,2571088868,2230820771
1,4274457270,1996295282
1,2827884726,1918908464
1,1674080897,963970356
1,3540683460,4009611724
1,2655969926,3000792516
1,224531634,656698835
1,3064334528,159351600
1,3580844349,721296483
1,1209464381,4216712954
1,1142038310,3422593286
1,2454261231,1795499280
1,1154928830,3182434835
1,1922902581,1200038008
1,4180232347,2537049916
1,2298085882,2547092498
1,3021441210,1708472517
1,3460660835,2055353646
1,1773396944,4004325943
1,1089805460,718620114
1,4086310475,2076605315
1,3126669761,2402231079
1,3196376774,1417375119
1,1124556741,716375928
1,2441662411,947551568
1,4245771399,3443201151
1,1683383252,4272039826
1,2722321616,1130959881
1,1235830581,1204347204
1,294998300,98458146
1,2748820882,4094772853
1,1149953435,3715213560
1,540189442,1429371944
1,1574179017,2815452340
1,459746904,1470218581
1,1036227741,667398274
1,3326267479,699162785
1,3700967864,1056458505
1,2964076520,1126423707
1,2474901798,35254803
1,2679993696,1754812774
1,4105802637,1644128120
1,3585284594,3608734210
1,2172923160,2274223447
1,2458550285,3484476637
1,1543753284,2692614122
1,3322999680,3040690230
1,2233323999,3958436296
1,547015283,4264560342
1,1103220443,2418901795
1,2745663550,1811443251
1,1268201436,4291905065
1,4052663637,323780484
1,3774385238,2031817102
1,3202128395,1009607791
1,1650272262,3557984064
1,1904283372,2711408197
1,3117987455,3001123709
1,3681824555,2793128682
1,3621760949,3735809391
1,4183707149,1152867952
1,2357372960,1835727468
1,2047392365,3984820994
1,2865554998,3830107319
1,1814055804,1167470544
1,2219641343,1099821373
1,512890289,3965564025
1,418991059,431048396
1,1900031566,1225092524
1,2780113851,1765616782
1,2422874234,585171899
1,3679224078,2126962532
1,3612765156,4228591399
1,1804381656,761756277
1,3600618638,2757892305
1,793355432,1254363503
1,1351858606,2173543209
1,37661312,2986160770
1,4109046633,2201615216
1,3615300518,973593276
1,1732826625,2019842229
1,803448943,963970356
1,3905560756,1744240905
1,1813747725,1356633425
1,1556497588,1313028914
1,2099675641,1378711753
1,1779307795,1780690017
1,1826855584,1631158085
1,4287268706,54752116
1,3039435665,2466540058
1,3433277712,2498416004
1,1342885102,2157723005
1,508248539,2476270457
1,1036330570,3940247455
1,1417931016,871931738
1,3857533630,3379486410
1,719136585,3239439580
1,2389140369,629711018
1,201680035,44523554
1,3101254972,532279668
1,254816564,224611800
1,2101566530,1015815580
1,301438036,4043327914
1,2154345913,2805936697
1,1237550763,1965214387
1,1440935353,289508954
1,1691341055,1764481177
1,3298987192,3566010337
1,4138370922,2725376267
1,2550723750,3422593286
1,1018873174,3941745288
1,1027910313,2835868861
1,2638757655,3570175332
1,1888739764,2916181532
1,3463309872,309010310
1,3437655821,3336851015
1,2071209790,772217144
1,878766511,1300007930
1,3076140749,3254572445
1,1419140975,1165453206
1,3690371528,3824083016
1,1415708958,21546494
1,2610709303,388684396
1,1075672087,3546106267
1,4025398086,3590206105
1,3680806664,2977519302
1,3831662130,721808078
1,475411752,82496671
1,1624614420,567094634
1,3322999680,3040690230
1,2653319346,262292917
1,399159574,1082203745
1,16933527,1636149758
1,3854289318,4028730454
1,461100795,3994076087
1,114252897,1472202477
1,1678391980,718843702
1,378648813,1736203498
1,2686393565,2712108166
1,164698800,3231534628
1,2916792134,903339787
1,3565023295,3725072369
1,1647718972,2191747848
1,992076965,244383909
1,2684802220,3650553881
1,3833475937,4212430446
1,3359758769,3361632985
1,3760480756,2087175377
1,3807288080,2269606587
1,338288902,2259957740
1,1929952991,3484706532
1,1979966959,4277040433
1,2379848240,2045845868
1,2457457611,2575829557
1,2210745930,4264759949
1,1503972976,1077798093
1,2233048150,3003147195
1,1560641941,776805170
1,2463157749,856345484
1,1702111919,3018290992
1,2904236872,3039508373
1,612013449,3335711423
1,1308521617,2880882957
1,3255648285,2538727283
1,3154522271,343758389
1,2653016647,4130494141
1,2780113851,1765616782
1,1664178674,388684396
1,1363821107,12910319
1,3166170968,1026732562
1,3356054837,2945011912
1,2367461313,874403178
1,1999386573,1713719151
1,877705286,1601035878
1,2623425952,2187100678
1,583618574,1795499280
1,4096528924,3079199889
1,589527511,1118581117
1,1323612960,3932836756
1,461879787,1438196802
1,3489758020,2039898492
1,512666121,3430782176
1,3409664015,2769987433
1,994676122,973593276
1,1893529932,4076999517
1,1756103802,3685285985
1,325005542,3700094623
1,938748323,1301393497
1,924941397,4069163835
1,3683686450,3494512671
1,3387449827,3566522501
1,1514691032,1256514488
1,2170275910,899136538
1,1603219980,2562350671
1,3725703885,2105629721
1,410699040,690585535
1,1401540089,217774922
